title,author,genre,summary,excerpt
Death on the Nile,['Agatha Christie'],['Fiction'],"SOON TO BE A MAJOR MOTION PICTURE RELEASING OCTOBER 9, 2020 --DIRECTED BY AND STARRING KENNETH BRANAGH Following the success of Murder on the Orient Express, Kenneth Branagh returns to direct and star in this adaptation of the classic Hercule Poirot mystery for the big screen, also starring Gal Gadot. Beloved detective Hercule Poirot embarks on a journey to Egypt in one of Agatha Christie's most famous mysteries, Death on the Nile. The tranquility of a cruise along the Nile was shattered by the discovery that Linnet Ridgeway had been shot through the head. She was young, stylish, and beautiful. A girl who had everything . . . until she lost her life. Hercule Poirot recalled an earlier outburst by a fellow passenger: ""I'd like to put my dear little pistol against her head and just press the trigger."" Yet in this exotic setting nothing is ever quite what it seems.",Not really a big hercule Poirot fan. I bought the book because it had been made into a movie. Seeing the movie first really made the different when reading it. I saw and heard all the characters from the movie.
Forever Odd: A Novel,['Dean Koontz'],['Fiction'],"NEW YORK TIMES BESTSELLER I see dead people. But then, by God, I do something about it. Odd Thomas never asked for his special ability. He’s just an ordinary guy trying to live a quiet life in the small desert town of Pico Mundo. Yet he feels an obligation to do right by his otherworldly confidants, and that’s why he’s won hearts on both sides of the divide between life and death. But when a childhood friend disappears, Odd discovers something worse than a dead body and embarks on a heart-stopping battle of will and wits with an enemy of exceptional cunning. In the hours to come there can be no innocent bystanders, and every sacrifice can tip the balance between despair and hope. You’re invited on an unforgettable journey through a world of terror and transcendence to wonders beyond imagining. And you can have no better guide than Odd Thomas.","The product that was purchased was just as described, perfect condition. Very impressed and at that, it was my first purchase through amazon. very happy."
The Hadassah Covenant: A Queen's Legacy,"['Tommy Tenney', 'Mark Andrew Olsen']",['Compact discs'],"The modern-day Hadassah, introduced to readers in the previous novel, is the wife of Israel's Prime Minister, with all its reflected power but also its isolation. The inner pain she feels as her beloved land and people are terrorized by political strife and bombings is made even more personal as her own father comes under attack. And then she learns of information that could have tragic repercussions on Jews living in Iraq, where Queen Esther had laid her own life on the line to save her people. The successor to Xerxes has no love for the Jews, and when he discovers the Star of David medallion on Leah (the young queen's candidate Esther wrote to in Hadassah), he is outraged. Leah is delegated to the ""rejected"" category, virtually a prisoner for life in the king's palace, with no hope and no future. Will Queen Esther and Mordecai be able to rescue Leah from the ""ash heap"" of Persian royal tradition? And even if they can, will Leah ever be able to truly love someone after all she has been through?","I enjoyed this book - a real pageturner! Remember, this is historical fiction - NOT the Bible! Tenney did a great job though with the actual historical content."
Harry Potter & the Prisoner of Azkaban,['Lisa S. Brenner'],['Literary Criticism'],"Through classroom activities, wizard rock concerts, and organizations like the Harry Potter Alliance, Harry Potter fans are using creativity to positively impact the world. This collection of essays and interviews examines how playful fandom--from fanfiction to Muggle quidditch, cosplay, role-playing games, and even Harry Potter burlesque--not only reimagines the canon but also challenges consumerism, questions notions of identity, and fosters participatory culture. The contributors explore issues applicable to fan studies and performance studies at large, such as the role of performance, the nature of community, and questions of representation and ownership in the digital age. Presented in three parts, the essays discuss discrepancies between sanctioned versions of Harry Potter and fan creations, the reenactment and reinterpretation of the original narrative in fan performance, and collaborative and participatory performances that break down the boundaries between actors and audiences.","I didnt think it was possible, but the third Harry Potter ( the prisoner of azkaban)was even better than the first two! In this book the plot is more complex and the characters are more developed. This book is almost impossible to put down, (especially when you reach the end.) I cant wait for the fourth book to come out!"
"Heartbreak Bronco (Phantom Stallion, No. 13)",['Terri Farley'],['Juvenile Fiction'],"The wildly popular series continues with more adventures of Samantha and her mustang, the Phantom Stallion! Girls love horses! The appeal of horse stories spans generations. Set in the modern–day Wild West, Phantom Stallion has cowboys, horse rustlers, mustangs–exciting new territory you can't find in other series. Continuation of a popular series. Dedicated fan base.",My granddaughter is 11 and currently loves this series of books. This was a Christmas gift and I don't think she has read it yet.
A Culture of Teaching: Early Modern Humanism in Theory and Practice,['Rebecca W. Bushnell'],['Literary Criticism'],"In pedagogical manuals strongly reminiscent of gardening guides, the scholar was seen as both a pliant vine and a force of nature.",it is a good book about 16th and 17th century teaching. It is easy to read and follow especially with the examples.
Windows 2000 Network Infrastructure Administration Study Guide Exam 70-216 (With CD-ROM),['Paul E. Robichaux'],['Computers'],"Here's the book you need to prepare for Exam 70-216, Implementing and Administering a Microsoft Windows 2000 Network Infrastructure. This study guide provides: In-depth coverage of every exam objective--all the information you need Practical information on managing a Windows 2000 network infrastructure Hundreds of challenging review questions, in the book and on the CD Leading-edge exam preparation software, including a testing engine, electronic flashcards, and simulation software Authoritative coverage of all exam objectives, including: DNS in a Windows 2000 network infrastructure DHCP in a Windows 2000 network infrastructure Remote access in a Windows 2000 network infrastructure Network protocols in a Windows 2000 network infrastructure WINS in a Windows 2000 network infrastructure IP routing in a Windows 2000 network infrastructure Certificate Services Note: CD-ROM/DVD and other supplementary materials are not included as part of eBook file.","I liked the previous 2 books in the Sybex MCSE series (and passed the exams with them). But this one by Paul Robichaux is just rubbish! Note that the first 3 chapters do not cover ANY Microsoft exam objectives - while it could have been an admirable intention to cover the foundations before the &quot;how-to's&quot;, here it was very poorly done. The author gets carried away with lenthy analogies (sports cars, sedans, etc..., to the point of naming several makes and models of different types of CARS - are we still learning about networking computers???) When it comes to configuring the finer details, the discussion often ends with &quot;(do such and such)... unless circumstances dictate otherwise&quot;. What are the circumstances that may rise? Believe me, it was not clear at all in the context (and these situation-based decisions are what we really need to know to pass the exam). In short, I find this book confusing and seldom to-the-point."
"Ulysses,",['James Joyce'],['Fiction'],This account of several lower class citizens of Dublin describes their activities and tells what some of them were thinking one day in 1904,"This is one of those books that ""smart"" people like to ""read."" Well if being smart means liking this, count me out! I don't know if it's modern, post-modern or what: but I know this much, I'd rather just curl up with ""Bridges of Madison County"" for a good cry! I don't understand why such a 'great' author can't seem to come up with a straightfoward plot that makes sense. I'd like to have seen Leopold patch things up with Molly, am I right? I mean, let's get down to brass tacks: don't we all hate those intellectuals who consider this one of the century's 'finest works of literary craft'? I mean these are the people who put ""Citizen Kane"" in the top ten...and totally ignored ""Life as a House""! (No offense, but Orson Welles is no Kevin Kline!) Unless Oprah puts it on her book list, I won't be picking this one up again, that's for sure."
Broke Heart Blues - A Novel,['Joyce Carol Oates'],['Fiction'],"John Reddy Heart, a handsome young heartthrob, becomes the obsession of a small town in New York State during a sensational trial after a man is murdered in his mother's house. Reprint.","First of all, let me say that I have loved everything I've everread by Joyce Carol Oates -- until now. John Reddy Hart... If I everhear that name again I think I'm going to... take a nap, which is whattrying to read this snoozer will make you want to do. I found myselflooking ahead time and time again to see how many more pages thechapter would last. &quot;I'll finish this chapter before I put itdown,&quot; I'd promise myself. Seldom did I keep that promise,though. Save your money and read a cereal box instead. It's a lotmore engaging than this loaf of a book. How in the world did theyfind 3 pages of positive quotes from reviewers to include in theopening pages? I wish I still had the [money] I plunked down for thiswaste of paper."
The Sales & Marketing Excellence Challenge: Changing How the Game Is Played,['Jonathan Whistman'],['Business & Economics'],"""The Sales Boss: The Real Secret to Hiring, Training and Managing a Sales Team, is a comprehensive guide on how to create a winning sales team. In any business, nothing happens until somebody sells something. Nobody pays their mortgages, no kids get sent to college, and no retirements get funded until the salesperson is able to close business and get revenue coming in the door. In a company with a sales manager, the hiring, training and success of the sales people lay directly at the feet of the manager. The importance and significance of this role can well be illustrated by a recent study that shows that 95% of the CEOs in mid-size companies have at some point in their career filled the role of Sales Manager prior to being promoted to run the company. Clearly, this job matters. The hopes and dreams of the entire company depend on the job being done masterfully. The Sales Boss refers to a sales leader operating at peak performance and overseeing a team of people that outperforms the competition. Inside the cover of this book, the reader will begin a journey that will help them take a deep look into the psychology behind getting a team operating at the highest levels. A step-by- step guide to hiring, training, and managing the team follows this introduction and will leave the reader not only with an understanding of what needs to be done but with direct examples of how they can do it""--","I keep dipping into this book - it's a brilliant, eclectic collection of the thoughts and ideas of a bunch of sales and marketing people who are at the cutting edge of selling today - doing it now,wrestling with the problems of selling in a downturn. The format's unusual - direct reporting of what these people think is important - in no particular topic order. The authors don't claim to present &quot;universal truth&quot; but everyone should find some good ideas thatthey can use and if you are looking for a an answer to a specific problem you can browse the index for a synopsis of each contribution. The authors want us to come away with a dozen ideas to explore in our business. Jim Dickie's and Barry Trailer's own contributions are packed with insight; these two pieces alone are worth the price of the book."
Night to Remember,['Walter Lord'],['History'],"An absorbing, minute-by-minute account of the demise of the ""unsinkable"" Titanic, the massive luxury liner that housed a French ""sidewalk cafe"" and a grand staircase, among other extravagances, but failed to provide enough lifeboats for the 2,207 passengers on board. Reissue.","Words can't describe the marvelous and amazingly detailed efforts by author Walter Lord. It has the eye veiw of all of the famous passengers and crew of the Titanic eveything form what they were seeing, thinking, feeling, and hearing."
"""Then Junior Said to Jeff. . ."": The Best NASCAR Stories Ever Told (Best Sports Stories Ever Told)","['Jim McLaurin', 'David Poole', 'Tom Gillispie']",['Sports & Recreation'],"This collection of behind-the-scenes happenings from the history of the beloved stock car series shares stories of the great and the infamous, revealing privy insights into the drivers that fans thought they knew everything about. The book grants a glimpse into Buck Baker's tomato juice incident, how his son Buddy Baker landed face first in the mud on an ambulance stretcher, Dale Earnhardt's 1997 Daytona 500 rolling crash and how he famously went from ambulance to car to complete the race, Tony Stewart's realization that racing was the ideal career choice, and how Jeff Gordon ""misplaced"" his commemorative Richard Petty money clip. Race fans with allegiance to any era of NASCAR, past or present, will feel drawn into the inner circle of the drivers after sharing in these inside stories that are worth the telling.","If you like NASCAR stories, facts, trivia, stats, then this is the book for you. The author puts it together well. And if you like this, you will also likeNASCAR: An Interactive Guide to the World of Sports (Sports by the Numbers)Buy them both as a gift and you won't go wrong."
Microthrills: True Stories from a Life of Small Highs,['Wendy Spero'],['Biography & Autobiography'],"Raised in Manhattan by her overprotective sex-therapist mother (who wore “nine inches of shoulder pads”), Wendy Spero has always sought excitement in microthrills, the small, strange highs that give her life meaning—from finding a strip tease video of her grandmother to selling knives door-to-door. As a little girl, Spero passed the time sniffing fruit-scented markers and breaking up arguments between her imaginary friends. As an adult, in her first office job, she formed an unusual relationship with her boss that involved as much marijuana-smoking as it did mentoring. Called “a profoundly funny human being” by Time Out New York, Spero is now a comedian living in L.A., grappling with such grown-up issues as trying to kick her addiction to eating candy in bed and learning how to drive.","HOLY CRAP! I love this book. I can't get over it. The language, the images, the world that we are let in to....I love every word. It makes me want to go to dinner with Paul Lerner."
1984,['George Orwell'],['Fiction'],"Nieuwspraak, Big Brother, het vocabulaire uit 1984 is in onze taal opgenomen en een eigen leven gaan leiden. De roman van George Orwell uit 1949 over de strijd van Winston Smith, ambtenaar op het ministerie van Waarheid, tegen de alles doordringende Partij, en zijn gedoemde liefde voor Julia heeft niets van zijn literarie zeggingskracht verloren. In Orwells steeds weer herdrukte anti-utopie verkeert de wereld in de wurggreep van een systeem dat is gegrondvest op de verbreiding van angst, haat en wreedheid, en dat iedere vorm van persoonlijke vrijheid en indiviualiteit uitsluit. 1984 is onverminderd geldig als benauwend nauwkeurig blauwdruk van elk dictatoriaal regime.","To those 37 people who rated this book with a One star, and to those 22 people who rated this book with two stars:Im the kindest and simplist words I can muster up, I am dreadfully sorry you did not approve of the book. Truely I am sorry.Orwellian's 1984 is simply a masterpiece that, while being frequently challanged for its content and it's ungraphic, unerotic sex scene, everyone should read. It tells of the protagonist, Winston, within his daily life in Oceania (the future London, England).Winston, is not unlike most people living in Oceania, he has a large television screen in his room which constantly spouts information spoon fed (and presumably processed) by the Ministry of Truth, which not only presents information, but creates the future, and changes the past to fit the glorification of their leader: Big Brother. The enormous screen is two-way, as much as you can see the man and/or woman in the broadcasting room, they can see Winston (or any other man or woman) in his daily life.Winston, is not unlike most Oceanians. He speaks English. But not the English of Shakespeare or Woolf, or of today's standards. His form of English has been chopped down to remove all possible loopholes, or Doublespeak. For instance, one may think of something as good, or ungood. Fast, or unfast. Big, or Unbig.Never: bad, slow, or small.Winston is not unlike most Oceanians, he has a job at the Ministry of Truth, (or Minitruth, just to remove loopholes once again), where he rewrites history. He receives information, such as the leader of England... I mean Oceania... being Winston Churchill... I mean Big Brother... and his sole succesful victory over the leader of the other two country-states.However, (to speed things up a bit) Winston falls in love. Love, is a forbidden thing in Oceania; people mate solely for bringing in more children. (These children are then whisked away for a sort of Secret Police/Gestapo-eske training so Big Brother can have another pair of eyes within each household. Oceania's next big attempt: to make the sexual impulse regulated)Winston and his lover soon meet for their sexual escepades away from the cameras, that are everywhere, and soon contact a small antique-shop owner who lives in the slums of Oceania for a room.The two rent the room, and unfortunately, the falling action of the story takes place there, where Winston and his lover are captured by the Thoughtpolice (The grown-up Gestapo) and are sent for brainwashing.To those who say the future would never become like this...In a local newspaper, the sewage pipeline owners were tossing around an idea of placing cameras in the septic pipes to see who, ""Was pouring grease down their toilets.""Another Orwellian Innovation, while seemingly less ""potent"" is that of the Red Light Cameras. You do the logic.Big Brother is also invading Wal*Mart with his RF-ID chips that are used to ""Track Inventory.""What happens if the Cashier coincidently ""forgets"" to take the chip off?Legislature has been considered that mandates a national ID card which can track where any citizen of the U.S. is at any time.Two other words: Patriot Act.However, I must say two, final things: First, I may sound like a shrill pessimist, however with the right mind, orchestrating the right, belligerant, and malignant agenda, a national catostrophy can fuel Orwellian invasions of privacy simply and unconditionally (see the reason above this paragraph.)And lastly, I take another reviewer, Mr. WiseToolz in which he reviews,""This book just didn't grab my attention. I simply couldn't ""connect"" with the characters (Winston, Julia, Syme, O'Brien and Big Brother). To me, they were all just a bunch of names and not ""real"" people. ""Take away enough freedoms and instill enough mundanity, and people become, ""just a bunch of names..."".In closing, the book is an excellent piece of work that should be read with an open mind."
The Book of Salt: A Novel,['Monique Truong'],['Fiction'],"A novel of Paris in the 1930s from the eyes of the Vietnamese cook employed by Gertrude Stein and Alice B. Toklas, by the author of The Sweetest Fruits. Viewing his famous mesdames and their entourage from the kitchen of their rue de Fleurus home, Binh observes their domestic entanglements while seeking his own place in the world. In a mesmerizing tale of yearning and betrayal, Monique Truong explores Paris from the salons of its artists to the dark nightlife of its outsiders and exiles. She takes us back to Binh's youthful servitude in Saigon under colonial rule, to his life as a galley hand at sea, to his brief, fateful encounters in Paris with Paul Robeson and the young Ho Chi Minh. Winner of the New York Public Library Young Lions Fiction Award A Best Book of the Year: New York Times, Village Voice, Seattle Times, Miami Herald, San Jose Mercury News, and others “An irresistible, scrupulously engineered confection that weaves together history, art, and human nature…a veritable feast.”—Los Angeles Times “A debut novel of pungent sensuousness and intricate, inspired imagination…a marvelous tale.”—Elle “Addictive…Deliciously written…Both eloquent and original.”—Entertainment Weekly “A mesmerizing narrative voice, an insider's view of a fabled literary household and the slow revelation of heartbreaking secrets contribute to the visceral impact of this first novel.”—Publishers Weekly, starred review","This first-time author is highly acclaimed for this book, and her prose is artful at times. The Vietnam-France connection is promising, too. However, the plot is meandering at best and tiresome the rest of the time. Several times I thought ""now the story will get going and I will learn something interesting about the time"" -- only to be disapointed as the novel devolves into a naracissistic rambling by the main character. Too bad."
Mermaid Park,['Beth Mayall'],['Young Adult Fiction'],"Sixteen-year-old Amy rush doesn’t expect much from her summer at the Jersey shore, until she stumbles on Mermaid park, an old tourist spot where girls dress in fabulous costumes and put on underwater shows. working at the park changes Amy’s life in more ways than she could have imagined. she finds romance, a newfound self-confidence, and discovers breathtaking revelations about long-buried family secrets.","At first I was concerned about the geographical inconsistencies stated by another reviewer. Wildwood's bridge is actually a four-lane affair instead of two? The veracity of every book on my shelf was called into question. Can anything be real? Does this mean there's no Narnia? No Swiss Family Robinson? No -- gulp -- Winnie the Pooh?Then I realized it's just a novel - this kind of gaffe would be notable in a AAA guide, but in a fiction story? Please.""Mermaid Park"" is a fast and pleasant read, full of fun characters and delightful twists. The lead character, Amy, is an excellent model for girls her age, struggling with romance, family issues, and her sense of self - and learning along the way that she's not perfect. Her time with the mermaids goes from fantasy to reality and back again, providing a fun journey for the reader while it propels the story forward. Girls in their tween to teen years will enjoy Amy's story and learn some valuable lessons. Readers of all ages will have a fun time visiting Mermaid Park."
Dead Souls,['Nikolai Gogol'],['Fiction'],"Chichikov, an amusing and often confused schemer, buys deceased serfs' names from landholders' poll tax lists hoping to mortgage them for profit","""Just finished reading this novel at 2:00 A.M. Must admit this is the first of the Rebus series I've read. Am starting a second. The characters are nicely developed and tend to be people one can care about. The multi-level plots are expertly woven together. The vocabulary is at a level that does not insult one's intelligence, and the themes are timeless and intuitive. In this particular novel, the Penn State episode can be more understood. 'People knew and did nothing!' Can't believe how fiction can find so many parallels... I can not highly enough recommend reading this book at this time or, I guess, any time!"""
"Child Development , Eleventh Edition",['John W. Santrock'],['Child development'],No further information has been provided for this title.,The owner did not reply to any of my e-mails. We needed the book within 4 days since my daughter was starting class the following day. The author did not reply even when I said I am willing to pay extra for express shipping also. I never got book in time. I got it after 2 weeks. I returned the book to owner and still no response for my money back. I am very disappointed and will probably never shop for books at amazon. Thanks.
Forever Odd: A Novel,['Dean Koontz'],['Fiction'],"NEW YORK TIMES BESTSELLER I see dead people. But then, by God, I do something about it. Odd Thomas never asked for his special ability. He’s just an ordinary guy trying to live a quiet life in the small desert town of Pico Mundo. Yet he feels an obligation to do right by his otherworldly confidants, and that’s why he’s won hearts on both sides of the divide between life and death. But when a childhood friend disappears, Odd discovers something worse than a dead body and embarks on a heart-stopping battle of will and wits with an enemy of exceptional cunning. In the hours to come there can be no innocent bystanders, and every sacrifice can tip the balance between despair and hope. You’re invited on an unforgettable journey through a world of terror and transcendence to wonders beyond imagining. And you can have no better guide than Odd Thomas.","In this sequel to Odd Thomas, Koontz lost some of the Odd Thomas Charm but made up for it with ACTION. This is more of a chase novel than the first installment. Odd chases the bad guys(tag your it), then they start chasing him. While not as good as the first book, due to lack of creepiness and internal struggles, the book is no where near a disapointment. Odd Thomas continues to be one of Koontz's best characters and hopefully we will be able to read a 3rd installment."
Following Jesus: More about Young Children and Worship,['Sonja M. Stewart'],['Religion'],"In this sequel to her bestselling ""Young Children and Worship"", Stewart focuses on Jesus' life and teachings and introduces children to the meaning of worship through biblical stories and parables. Illustrations.","If you are using Godly Play materials, this book is a MUST. Great stories for 4-6 graders. Very clear directions. If this is your first chance to use Godly Play materials, try this before you need to spend a lot of money for the pieces. There are patterns at the back of the book so that you can make them from oaktag or cut them out of wool.It was also cheaper than ordering from Godly Play itself."
Holy Spirit,"['John Bevere', 'Addison Bevere']",['Religion'],"The Holy Spirit is often portrayed as something ""weird."" But the Bible makes it clear that the Spirit is not something. He is someone-a Person who has promised to never leave your side. John Bevere invites you into a personal discovery of the most ignored and misunderstood Person in the Church: the Holy Spirit.","I have read other books written by this great man of God, and have never been disappointed.With few exceptions,I am inclined to purchase very few books written bytoday's group of living minister authors.People like Rev. Pink, got most of what they had written while on their knees in intensive prayer and study.I dont' think you would be disappointed reading anything written by Rev. Pink."
The Importance of Being Earnest and Other Plays (Turtleback School & Library Binding Edition) (Penguin Classics),"[""Nelson O'Ceallaigh Ritschel""]",['Performing Arts'],"This book explores Bernard Shaw’s journalism from the mid-1880s through the Great War—a period in which Shaw contributed some of the most powerful and socially relevant journalism the western world has experienced. In approaching Shaw’s journalism, the promoter and abuser of the New Journalism, W. T. Stead, is contrasted to Shaw, as Shaw countered the sensational news copy Stead and his disciples generated. To understand Shaw’s brand of New Journalism, his responses to the popular press’ portrayals of high profile historical crises are examined, while other examples prompting Shaw’s journalism over the period are cited for depth: the 1888 Whitechapel murders, the 1890-91 O’Shea divorce scandal that fell Charles Stewart Parnell, peace crusades within militarism, the catastrophic Titanic sinking, and the Great War. Through Shaw’s journalism that undermined the popular press’ shock efforts that prevented rational thought, Shaw endeavored to promote clear thinking through the immediacy of his critical journalism. Arguably, Shaw saved the free press.","Mother once told me &#34;Strawberry shortcake is such a wonderful dessert...&#34; but when I tried it - it was just strawberries and whipped cream on angle food cake.I felt the same way about Earnest. I'd always heard it was a really wonderful play, but halfway through I still had no idea who was whom and what was going on or what they were going on about. Perhaps I'll try it again, later - but I doubt it."
The Importance of Being Earnest and Other Plays,['Oscar Wilde'],['Drama'],"Offers newly edited texts of five of the British playwright's works, including the great farcial comedy ""The Importance of Being Earnest.""","My first experience with Wilde. Sharp and funny, it is excellent. I think Raymond is in the room, do you?"
Run Baby Run,"['Nicky Cruz', 'Jamie Buckingham']",['Conversion'],"This is the thrilling story of Nicky Cruz's desperate battle against drugs, alcoholism, and a violent environment, as he searched for a better way of life on the streets of New York City.","I read this book when I was a teenager (I'm almost fify now). Since I haven't reread it, I can't remember many of the details of the book. However, I do remember this book greatly impacted me in three ways. One, it showed why young people join a gang. Two, it showed how brutal gang life is. Three, it showed how Jesus can transform anyone, even a hardened gang member, if he or she will only ask Him to come into their heart. I believe everyone will benefit from reading Nicky's story."
Hannibal,['Thomas Harris'],['Fiction'],"#1 NEW YORK TIMES BESTSELLER • “Is it as good as Red Dragon and Silence of the Lambs? No . . . this one is better.”—Stephen King, The New York Times Book Review You remember Hannibal Lecter: gentleman, genius, cannibal. Seven years have passed since Dr. Lecter escaped from custody. And for seven years he’s been at large, free to savor the scents, the essences, of an unguarded world. But intruders have entered Dr. Lecter’s world, piercing his new identity, sensing the evil that surrounds him. For the multimillionaire Hannibal left maimed, for a corrupt Italian policeman, and for FBI agent Clarice Starling, who once stood before Lecter and who has never been the same, the final hunt for Hannibal Lecter has begun. All of them, in their separate ways, want to find Dr. Lecter. And all three will get their wish. But only one will live long enough to savor the reward. . . . Praise for Hannibal “Interested in getting the hell scared out of you? Buy this book on a Friday . . . lock all doors and windows. And by Monday , you might just be able to sleep without a night-light.”—Newsday “Strap yourself in for one heck of a ride. . . . It’ll scare your socks off.”—Denver Post “A stunner . . . writing in language as bright and precise as a surgeon’s scalpel, Harris has created a world as mysterious as Hannibal’s memory palace and as disturbing as a Goya painting. This is one book you don’t want to read alone at night.”—The Atlanta Journal-Constitution “Relentless . . . endlessly terrifying . . . 486 fast-paced pages, in which every respite is but a prelude to further furious action . . . Hannibal begins with a murderous paroxysm that leaves the reader breathless. . . . Hannibal speaks to the imagination, to the feelings, to the passions, to exalted senses and to debased ones. Harris’s voice will be heard for a while.”—Los Angeles Times “A pleasurable sense of dread.”—The Wall Street Journal “Enormously satisfying . . . a smashing good time, turning the pages for thrills, chills, horror and finally, a bracing, deliciously wicked slap in the face . . . perhaps the very best the thriller/horror genre is capable of producing.”—San Diego Union-Tribune","This book clearly has several purposes, not the least of which is to generate a movie sequel to Silence of the Lambs, which will give us another chance to see Sir Anthony Hopkins as Hannibal Lecter. The author struggles to maintain Lecter's monstosity while making him sympathetic enough to almost be the hero of the book. The author implies that witnessing brutality as a child pushed sensitive and intelligent Hannibal over the edge into psychopath, and yet delights in describing the brutality of the sympathetic monster against those who draw his well deserved attention. Once we enter the mind of Lecter, the mask of invincibility crumbles, although he still performs superhuman feats when required. Ultimately, the conclusion does not ring true with the reduction of Starling from independent heroine to trophy. I enjoyed reading the book, completing it in four days, and the grisly descriptions will haunt my dreams, but I hope they change the end for the movie (as with The Firm by Grisham)."
Everybody Eats Well in Belgium Cookbook,"['Ruth Van Waerebeek', 'Maria Polushkin Robbins']",['Cooking'],"Provides recipes for first courses, soups, fish and shellfish, poultry and game, meat, vegetables, potatoes, waffles and pancakes, and desserts","I acquired my love of cooking and fine food while living in Belgium, and this book has every single receipe I enjoyed while in Liege. It has easy to follow receipes, and ingredient equivalents for hard to find foods. This book is a *must* for anyone who enjoys &quot;la gastronomie belge!&quot;"
Celtic Animals Coloring Book (Dover Coloring Books),['Mallory Pearce'],['Juvenile Nonfiction'],"Add your own hues to 43 colorable vignettes depicting stylized birds, fish, serpents, mythological creatures, and other fabulous fauna. For artists, craftspeople, and coloring book enthusiasts of every age.","This was a great introduction to Celtic art, plus a fun coloring book for the dragon-obsessed 6-year old. Oh, and his name is Griffin, and there are griffins in here, so how cool is that?!It's intriguing to figure out how to color all the interweaving pieces of the &#34;knots&#34;."
Birds Without Wings,['Louis de Bernieres'],['Fiction'],"Birds Without Wings traces the fortunes of one small community in southwest Turkey (Anatolia) in the early part of the last century—a quirky community in which Christian and Muslim lives and traditions have co-existed peacefully over the centuries and where friendship, even love, has transcended religious differences. But with the disintegration of the Ottoman Empire and the onset of the Great War, the sweep of history has a cataclysmic effect on this peaceful place: The great love of Philothei, a Christian girl of legendary beauty, and Ibrahim, a Muslim shepherd who courts her from near infancy, culminates in tragedy and madness; Two inseparable childhood friends who grow up playing in the hills above the town suddenly find themselves on opposite sides of the bloody struggle; and Rustem Bey, a wealthy landlord, who has an enchanting mistress who is not what she seems. Far away from these small lives, a man of destiny who will come to be known as Mustafa Kemal Atatürk is emerging to create a country from the ruins of an empire. Victory at Gallipoli fails to save the Ottomans from ultimate defeat and, as a new conflict arises, Muslims and Christians struggle to survive, let alone understand, their part in the great tragedy that will reshape the whole region forever.","This novel of epic proportions is set in a small village in the Ottoman empire, on the brink of civil war. For generations, the peoples of the village have intermingled and intermarried. Even their religions have somewhat blended, with Muslims praying to the Christian saints, and Christians upholding some of the Muslims beliefs. It's a peaceful and quaint town that time has forgotten.Soon great changes come to the region, in the way of war and destruction. The village and it's occupants realize that life, unfortunately, often changes even when you don't want it to.I thought this book was extremely well written, and that the story very moving and sad. It's one of those books that really make you ponder just how unfair and random life can be."
Black Skin White Masks,['Frantz Fanon'],['Psychology'],"An updated translation of the author's seminal work on black identity and race theory offers insight into its influence on civil rights, anti-colonial, and black consciousness movements throughout the world. Original.","I read this for a class as an undergrad and while I do not agree with all of Fanon's conclusions, i do think this work is definitely worth reading at least to aid discussion of black intellectual thought."
